title,price,availability,rating,product_url,image_url,upc,category
The Lucifer Effect: Understanding How Good People Turn Evil,Â£10.40,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,4e812d32d64e2431,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,Â£39.43,In stock (12 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,235fa48eeed11d82,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â£56.27,In stock (11 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,ce8666d9b42fc9a0,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,Â£21.30,In stock (6 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,46cb43c2ab133ccc,Psychology
"Thinking, Fast and Slow",Â£21.14,In stock (3 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,https://books.toscrape.com/media/cache/7d/9b/7d9ba3173dcc0194ec63f9c77d0763cb.jpg,719d72f3ee512dc6,Psychology
Civilization and Its Discontents,Â£59.95,In stock (3 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,https://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,396385e3de5d18c3,Psychology
8 Keys to Mental Health Through Exercise,Â£31.04,In stock (3 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,f5873c8fc7760000,Psychology
The Lucifer Effect: Understanding How Good People Turn Evil,Â£10.40,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,4e812d32d64e2431,Psychology
The Golden Condom: And Other Essays on Love Lost and Found,Â£39.43,In stock (12 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,235fa48eeed11d82,Psychology
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Â£56.27,In stock (11 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,https://books.toscrape.com/media/cache/d3/26/d326484793116ccc786957d31e4fe912.jpg,ce8666d9b42fc9a0,Psychology
An Unquiet Mind: A Memoir of Moods and Madness,Â£21.30,In stock (6 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,46cb43c2ab133ccc,Psychology
"Thinking, Fast and Slow",Â£21.14,In stock (3 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,https://books.toscrape.com/media/cache/7d/9b/7d9ba3173dcc0194ec63f9c77d0763cb.jpg,719d72f3ee512dc6,Psychology
Civilization and Its Discontents,Â£59.95,In stock (3 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,https://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,396385e3de5d18c3,Psychology
8 Keys to Mental Health Through Exercise,Â£31.04,In stock (3 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,f5873c8fc7760000,Psychology
